step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
401,58989.92,8018962.64,8077952.56,2798925.02,2739935.1,0
13,119384.65,4390767.54,4510152.19,322838.35,203453.7,0
352,236677.6,165763.0,0.0,0.0,236677.6,0
36,819503.92,819503.92,0.0,255585.23,1470226.48,1
327,80142.03,0.0,0.0,3971059.43,4051201.47,0
202,143609.52,0.0,0.0,543369.43,686978.95,0
18,437751.47,125953.0,0.0,359687.39,0.0,0
594,114745.99,725216.21,839962.21,1286693.12,1171947.13,0
40,20314.97,20314.97,0.0,0.0,0.0,1
163,447371.36,29734.0,0.0,2476.59,449847.94,0
17,214051.4,5566898.32,5780949.72,3676417.54,3614222.15,0
300,46361.67,223.0,0.0,0.0,0.0,0
201,8018.74,18165.06,10146.32,0.0,0.0,0
94,18712.89,11267.0,0.0,0.0,0.0,0
354,343127.84,451387.0,108259.16,0.0,343127.84,0
352,2170226.57,0.0,0.0,2432969.26,4603195.83,0
301,111258.74,724102.92,835361.66,318130.4,206871.66,0
38,394351.61,0.0,0.0,1042038.41,1436390.02,0
190,30141.74,72145.0,42003.26,0.0,30141.74,0
20,1122689.02,10258.0,0.0,247107.11,1369796.13,0
349,229119.51,5873031.55,6102151.06,1512443.69,1283324.18,0
376,29798.52,0.0,0.0,0.0,0.0,0
396,15449.42,0.0,0.0,0.0,0.0,0
260,10000000.0,10175597.64,175597.64,0.0,0.0,1
35,14960.83,0.0,0.0,0.0,0.0,0
11,79703.02,0.0,0.0,240761.43,711546.0,0
393,4611.89,0.0,0.0,0.0,0.0,0
18,108687.02,3047555.05,3156242.07,816440.69,720491.79,0
347,3298.84,0.0,0.0,0.0,0.0,0
307,1501312.5,199174.0,0.0,0.0,1501312.5,0
378,111597.03,52804.0,164401.03,128945.24,17348.21,0
329,25343.71,111.0,0.0,0.0,0.0,0
32,1164448.96,1164448.96,0.0,0.0,0.0,1
133,156401.48,107300.0,0.0,175039.02,331440.5,0
43,35283.56,77225.0,112508.56,59341.44,24057.88,0
231,143619.89,4388.0,148007.89,21909.08,0.0,0
36,34122.24,0.0,0.0,0.0,0.0,0
211,31039.67,0.0,0.0,0.0,0.0,0
144,106621.78,0.0,0.0,648215.86,754837.63,0
228,523111.27,456.0,0.0,0.0,523111.27,0
41,1531.08,0.0,0.0,0.0,0.0,0
212,15993.13,15995.0,1.87,0.0,0.0,0
204,87309.33,0.0,0.0,0.0,0.0,0
347,160185.82,892155.04,1052340.86,1554888.78,1394702.97,0
710,10000000.0,27418265.31,17418265.31,0.0,0.0,1
500,979535.74,0.0,0.0,1627165.05,2606700.79,0
532,254719.63,254719.63,0.0,0.0,0.0,1
580,835770.84,835770.84,0.0,1490979.17,2326750.01,1
210,174505.39,7692987.88,7867493.27,596793.76,422288.37,0
15,13590.52,224564.91,210974.39,0.0,0.0,0
404,157373.25,23957.0,181330.25,3001106.05,2843732.81,0
231,4734.68,531879.06,527144.38,0.0,0.0,0
37,75707.77,6564342.38,6640050.16,181956.35,106248.58,0
262,6369.76,628314.0,621944.24,0.0,0.0,0
235,2385.62,0.0,0.0,0.0,0.0,0
207,343080.95,0.0,0.0,709477.75,1052558.7,0
275,264052.54,30782.0,0.0,55199.16,319251.7,0
532,254719.63,254719.63,0.0,0.0,254719.63,1
303,14817.4,0.0,0.0,0.0,0.0,0
231,7339.77,18089.29,10749.52,0.0,0.0,0
39,329911.48,126.0,0.0,982319.56,1312231.04,0
742,652993.91,652993.91,0.0,0.0,0.0,1
235,204151.37,2256612.83,2460764.2,393174.4,189023.03,0
22,239646.72,239646.72,0.0,2208970.26,2448616.98,1
375,202459.34,9911.0,0.0,4301365.14,4503824.48,0
11,4656.49,4155315.81,4150659.33,0.0,0.0,0
254,114276.8,0.0,0.0,1853857.86,1968134.66,0
346,844305.45,0.0,0.0,6376063.98,7220369.42,0
190,280447.92,172093.52,452541.44,874595.33,594147.41,0
44,2611.94,141.0,0.0,0.0,0.0,0
567,236197.19,24394.0,0.0,0.0,236197.19,0
494,503620.99,503620.99,0.0,0.0,503620.99,1
130,14026.19,0.0,0.0,0.0,0.0,0
155,59291.8,3036380.3,3095672.09,121247.73,61955.94,0
402,18226.52,0.0,0.0,1484632.51,1502859.03,0
355,141743.94,3192.0,144935.94,1345244.08,1203500.14,0
133,397898.72,22763.0,420661.72,81651.94,0.0,0
346,7201.84,0.0,0.0,199465.84,206667.68,0
179,87597.81,0.0,0.0,249149.84,336747.65,0
86,372344.58,372344.58,0.0,0.0,0.0,1
286,10877.42,30078.0,19200.58,0.0,0.0,0
522,109297.79,546.0,0.0,1274570.52,1383868.32,0
335,224368.24,12817034.37,13041402.61,269538.36,45170.12,0
392,542393.87,542393.87,0.0,0.0,0.0,1
257,51891.66,793.0,0.0,0.0,51891.66,0
139,13886.18,0.0,0.0,0.0,0.0,0
43,173686.79,0.0,0.0,587062.4,760749.19,0
590,98236.87,366512.5,464749.38,1941857.82,1843620.95,0
396,40525.9,49933.0,9407.1,0.0,40525.9,0
355,91869.93,1139919.78,1231789.71,1304193.2,1001281.77,0
233,321466.69,10202.0,0.0,181277.37,502744.06,0
394,548815.5,92562.0,0.0,0.0,548815.5,0
302,112937.94,345.0,0.0,120706.75,551392.73,0
334,11891.73,40798.0,28906.27,0.0,0.0,0
351,56872.68,13276753.94,13333626.62,1242394.9,1185522.22,0
347,42721.83,10608069.82,10650791.65,66567.01,23845.18,0
645,214760.72,214760.72,0.0,151605.62,366366.35,1
329,442668.77,33597.0,476265.77,695495.95,252827.18,0
202,222847.13,0.0,0.0,257278.31,480125.44,0
469,333891.72,0.0,0.0,4370626.39,4704518.11,0
252,23775.46,17977.63,0.0,0.0,0.0,0
43,158016.92,69036.0,0.0,0.0,158016.92,0
332,3722.49,59627.0,55904.51,0.0,0.0,0
279,9695.21,76380.97,66685.76,0.0,0.0,0
297,228457.06,15410.0,0.0,1567806.26,1796263.32,0
410,557950.06,557950.06,0.0,111018.84,668968.9,1
166,1661.58,82343.0,80681.42,0.0,0.0,0
186,312173.02,0.0,0.0,1585234.16,2019399.63,0
235,249592.9,20645.0,270237.9,0.0,0.0,0
255,31762.19,0.0,0.0,1210850.93,1242613.12,0
94,165695.32,3590015.39,3755710.71,281137.88,115442.56,0
158,303996.17,5601.0,0.0,0.0,303996.17,0
303,46153.78,105816.0,59662.22,0.0,0.0,0
490,329011.89,19017.0,348028.89,402098.8,73086.91,0
15,164500.81,164500.81,0.0,685636.21,850137.02,1
551,759257.55,759257.55,0.0,36297.01,795554.56,1
10,491617.97,30405.0,0.0,352720.74,638571.12,0
372,7094.52,0.0,0.0,0.0,0.0,0
364,3116889.41,3116889.41,0.0,226218.51,3343107.92,1
259,2409367.36,0.0,0.0,5119693.64,7529060.99,0
401,110249.43,21645.0,131894.43,3717979.99,3607730.56,0
138,131693.81,95776.0,227469.81,8291410.11,8159716.31,0
18,1047830.12,8117.0,0.0,299811.95,1438406.97,0
400,1730580.46,0.0,0.0,2052109.9,3782690.35,0
36,315025.24,0.0,0.0,2002735.52,2823615.2,0
402,145758.63,26752.0,0.0,0.0,145758.63,0
348,17261.79,1081.0,0.0,0.0,0.0,0
256,255028.93,255028.93,0.0,0.0,0.0,1
213,4572.89,0.0,0.0,0.0,0.0,0
187,94879.08,5827931.13,5922810.21,125472.33,30593.25,0
21,257293.2,475.0,0.0,1075782.02,1333075.22,0
163,2154.46,19951.0,17796.54,0.0,0.0,0
403,97192.66,0.0,0.0,152758.58,249951.24,0
209,144859.0,406797.72,551656.72,2020253.82,1875394.83,0
130,9573.12,0.0,0.0,0.0,0.0,0
210,60722.78,183588.7,122865.93,499528.42,560251.2,0
177,30560.85,234769.44,204208.59,0.0,0.0,0
179,37190.35,0.0,0.0,43627.08,80817.44,0
205,89145.38,50488.0,139633.38,427550.55,338405.17,0
155,14718.33,20437.19,5718.86,0.0,0.0,0
94,445257.43,445257.43,0.0,0.0,445257.43,1
470,2198220.97,2198220.97,0.0,0.0,0.0,1
729,90026.9,90026.9,0.0,339171.02,429197.92,1
163,170276.71,15237.0,0.0,357784.8,528061.51,0
403,96094.28,11077422.22,11173516.51,2791582.59,2695488.3,0
410,557950.06,557950.06,0.0,0.0,0.0,1
324,4822.64,0.0,0.0,0.0,0.0,0
490,61641.73,181207.0,242848.73,0.0,0.0,0
370,285242.34,45354.0,0.0,153010.85,438253.2,0
136,266857.76,1007.0,267864.76,74061.54,0.0,0
236,311823.71,0.0,0.0,5880231.74,6192055.45,0
19,47507.08,0.0,0.0,51888.31,99395.38,0
356,26082.64,8035.0,0.0,0.0,26082.64,0
13,190945.05,0.0,0.0,4857388.87,5048333.92,0
325,167707.45,57.0,167764.45,338296.11,170588.66,0
203,238965.65,0.0,0.0,25551136.37,25790102.02,0
376,36554.2,0.0,0.0,0.0,0.0,0
393,290198.92,290198.92,0.0,0.0,290198.92,1
401,166117.73,0.0,0.0,1703966.1,1870083.83,0
249,137097.07,51872.0,0.0,109514.79,246611.86,0
252,83029.67,1777122.85,1860152.52,310962.96,227933.29,0
537,26481.25,26481.25,0.0,1119942.48,1146423.73,1
211,2546.21,13902.0,11355.79,0.0,0.0,0
19,383698.85,33933.0,0.0,56600.21,440299.06,0
393,6259.88,260591.0,254331.12,0.0,0.0,0
309,322863.49,1539975.15,1862838.64,6554513.63,6231650.14,0
301,181505.82,45810.0,227315.82,0.0,0.0,0
162,73979.54,1693542.39,1767521.92,700614.98,649113.84,0
662,1468304.35,1468304.35,0.0,0.0,1468304.35,1
41,7908.77,22267.86,14359.09,0.0,0.0,0
469,87061.68,52579.0,139640.68,286046.57,198984.89,0
260,5893.62,204996.0,199102.38,0.0,0.0,0
166,192863.79,54218.0,247081.79,0.0,0.0,0
461,125153.57,125153.57,0.0,0.0,0.0,1
16,47010.8,0.0,0.0,324831.7,371842.5,0
274,227472.75,491.0,227963.75,156722.26,0.0,0
280,12992.34,305393.88,292401.54,0.0,0.0,0
522,252711.02,4517.0,0.0,1367463.3,1620174.32,0
242,3139423.35,3139423.35,0.0,2593641.94,5733065.29,1
271,642364.74,642364.74,0.0,0.0,0.0,1
6,26768.5,26768.5,0.0,101976.0,128744.5,1
15,2744.71,0.0,0.0,0.0,0.0,0
355,269709.51,0.0,0.0,1674272.71,1943982.22,0
710,1371322.0,1371322.0,0.0,0.0,0.0,1
212,183268.75,59969.0,243237.75,689449.51,270005.98,0
17,183269.83,11512.0,0.0,1737590.77,1920860.6,0
36,4119.67,0.0,0.0,0.0,0.0,0
501,8020192.15,8020192.15,0.0,2435.09,8022627.23,1
16,7827.62,0.0,0.0,0.0,0.0,0
42,128753.48,0.0,0.0,1139573.01,1268326.49,0
186,19360.39,186338.18,166977.8,0.0,0.0,0
298,27238.25,306630.15,279391.9,0.0,0.0,0
15,248056.41,248056.41,0.0,0.0,0.0,1
159,206462.96,116429.0,0.0,0.0,206462.96,0
234,39450.28,283086.07,322536.34,385785.04,346334.76,0
229,7458.8,192181.23,184722.44,0.0,0.0,0
550,4313.87,72084.0,67770.13,0.0,0.0,0
595,335094.53,335094.53,0.0,0.0,0.0,1
37,180967.56,180967.56,0.0,0.0,0.0,1
310,22898.35,22049.0,0.0,0.0,0.0,0
135,364300.83,244.0,0.0,1819480.4,2183781.23,0
178,1227.73,14232.0,13004.27,138554.08,139781.81,0
18,4362.19,332568.27,328206.07,0.0,0.0,0
184,25401.22,36140.41,10739.19,0.0,0.0,0
166,16890.97,233494.0,216603.03,0.0,16890.97,0
179,857.69,1086.0,228.31,0.0,0.0,0
686,134227.05,134227.05,0.0,2789107.98,2923335.03,1
9,13933.58,0.0,0.0,0.0,0.0,0
401,10958.65,0.0,0.0,0.0,0.0,0
329,358053.28,10081.0,0.0,0.0,358053.28,0
229,236323.76,22427.0,0.0,4740858.98,5304833.46,0
255,155901.69,2518.0,158419.69,0.0,0.0,0
378,76528.53,6883856.16,6960384.69,2154524.49,2077995.96,0
204,4271.56,0.0,0.0,0.0,0.0,0
285,411566.7,411566.7,0.0,0.0,0.0,1
66,4631432.03,4631432.03,0.0,0.0,0.0,1
369,134012.92,0.0,0.0,215536.08,349549.01,0
304,3434.06,0.0,0.0,0.0,0.0,0
8,176525.35,21508.0,0.0,12276.88,188802.23,0
282,4530.98,23238.0,18707.02,0.0,0.0,0
371,523.18,0.0,0.0,229007.03,229530.21,0
47,168999.23,767.0,0.0,0.0,168999.23,0
352,12419.99,293.0,0.0,0.0,0.0,0
129,186233.21,637456.15,823689.36,678454.65,492221.44,0
299,210830.61,439.0,0.0,3788508.23,3999338.84,0
34,378169.41,541954.33,920123.74,1922209.9,1544040.49,0
285,18406.92,0.0,0.0,0.0,0.0,0
308,158302.4,42973.0,0.0,0.0,158302.4,0
327,14309.66,0.0,0.0,0.0,0.0,0
164,253061.64,0.0,0.0,299085.68,552147.32,0
326,6546019.0,6546019.0,0.0,0.0,0.0,1
228,1047.7,0.0,0.0,0.0,0.0,0
210,159085.88,41224.0,200309.88,848598.92,689513.04,0
507,227304.91,227304.91,0.0,0.0,0.0,1
230,196145.69,455171.0,259025.31,982699.43,1178845.12,0
329,338062.05,338062.05,0.0,0.0,0.0,1
373,7118.72,12219.0,5100.28,0.0,0.0,0
18,6489.02,30504.0,24014.98,0.0,0.0,0
34,172353.27,223835.1,51481.83,1001023.55,1173376.82,0
7,5460002.91,5460002.91,0.0,0.0,9281535.44,1
316,158279.4,158279.4,0.0,0.0,0.0,1
606,1026684.46,1026684.46,0.0,59926.13,1086610.59,1
163,271938.55,20067798.76,20339737.31,1378449.58,1106511.03,0
43,98478.99,5097414.64,5195893.63,235292.32,136813.33,0
395,10535.64,6899442.14,6909977.78,102793.98,92258.35,0
359,6593.59,111908.0,105314.41,0.0,0.0,0
328,39190.99,0.0,0.0,0.0,0.0,0
162,10651.01,2058069.45,2068720.45,1084362.38,1073711.38,0
14,197211.61,178159.58,0.0,2420490.15,2617701.76,0
283,20003.07,326080.37,306077.3,0.0,0.0,0
202,7417.01,789882.0,782464.99,0.0,0.0,0
650,692654.27,692654.27,0.0,0.0,692654.27,1
16,139659.76,107907.36,0.0,211068.21,632099.21,0
301,7948.05,252549.0,244600.95,0.0,0.0,0
314,1500.48,1697.0,196.52,0.0,0.0,0
208,1503.11,210502.54,208999.43,0.0,0.0,0
210,8629.38,5903.0,0.0,0.0,0.0,0
259,196083.35,1776.0,0.0,0.0,196083.35,0
14,56227.92,0.0,0.0,648910.34,705138.27,0
260,144389.93,129690.0,0.0,24265.68,168655.61,0
141,8672.53,0.0,0.0,0.0,0.0,0
37,557062.09,2010.0,559072.09,201329.95,0.0,0
202,8347.76,0.0,0.0,0.0,0.0,0
183,90555.22,11301.0,101856.22,1735702.38,1645147.16,0
282,4133.62,0.0,0.0,0.0,0.0,0
380,46080.4,69374.0,115454.4,69032.0,22951.6,0
228,14099.62,87.0,0.0,0.0,0.0,0
15,1914.86,305121.0,303206.14,0.0,0.0,0
249,4720554.95,4720554.95,0.0,0.0,0.0,1
325,33183.53,0.0,33183.53,192450.04,159266.5,0
384,56517.37,56517.37,0.0,0.0,56517.37,1
665,2799902.39,2799902.39,0.0,1895743.5,4695645.89,1
276,102147.74,0.0,0.0,465067.7,567215.45,0
20,985533.53,76414.0,0.0,16274.81,1001808.35,0
401,38061.81,49803.0,11741.19,0.0,0.0,0
492,1378372.32,23342.0,0.0,0.0,1378372.32,0
350,60692.95,0.0,0.0,285702.52,346395.47,0
226,257755.22,928.0,0.0,917107.82,1174863.03,0
339,373531.87,373531.87,0.0,77985.49,451517.36,1
328,499478.7,0.0,0.0,1765024.49,2264503.18,0
156,236444.3,0.0,0.0,884315.08,1120759.38,0
226,295563.06,0.0,0.0,452487.16,1003326.75,0
43,4528.96,0.0,0.0,0.0,0.0,0
36,1776.99,234677.04,232900.05,0.0,0.0,0
331,575.82,303477.0,302901.18,0.0,0.0,0
130,158269.4,0.0,0.0,4957168.48,5115437.89,0
148,99168.97,99168.97,0.0,0.0,0.0,1
446,311487.14,311487.14,0.0,0.0,0.0,1
254,11245.96,34809.0,23563.04,0.0,0.0,0
228,118494.43,0.0,0.0,572722.05,691216.47,0
641,2938833.22,2938833.22,0.0,0.0,2938833.22,1
324,1358295.2,38794.0,0.0,164699.71,1522994.91,0
401,90804.88,19810.0,110614.88,198848.56,108043.68,0
205,204947.75,0.0,0.0,394469.54,599417.29,0
138,1332.4,0.0,0.0,0.0,0.0,0
238,237416.35,0.0,0.0,871856.76,1109273.1,0
684,1430050.84,1430050.84,0.0,0.0,0.0,1
255,8348.43,0.0,0.0,0.0,0.0,0
301,470252.93,2716.0,472968.93,0.0,0.0,0
36,223776.95,3252597.15,3476374.1,684111.96,460335.01,0
397,309459.17,0.0,0.0,4557910.94,4867370.11,0
275,324248.99,14700993.05,15025242.05,548123.65,223874.66,0
275,49832.62,22469.0,72301.62,17414.79,0.0,0
551,150924.76,150924.76,0.0,0.0,0.0,1
328,407657.75,0.0,0.0,955320.86,1362978.61,0
522,236909.3,54282.0,0.0,0.0,236909.3,0
299,41461.34,0.0,0.0,0.0,0.0,0
12,3079.08,355630.95,352551.86,0.0,0.0,0
227,3012.26,0.0,0.0,0.0,0.0,0
33,10000000.0,10000000.0,0.0,0.0,10000000.0,1
205,311632.64,0.0,0.0,1351150.88,1662783.52,0
158,83435.82,0.0,0.0,240392.81,323828.63,0
420,1464160.5,1464160.5,0.0,462739.95,1926900.44,1
378,307019.22,0.0,0.0,1613142.61,1920161.83,0
275,881603.06,0.0,0.0,1312538.27,2194141.33,0
187,68417.05,1724.0,0.0,1155000.09,1223417.14,0
129,268174.32,125.0,0.0,0.0,268174.32,0
259,8892.41,0.0,0.0,0.0,0.0,0
573,1298609.73,1298609.73,0.0,0.0,1298609.73,1
284,16158.29,5515.0,0.0,0.0,0.0,0
163,35358.06,6091.0,0.0,1813241.39,2248902.67,0
302,211868.99,0.0,0.0,302012.06,513881.04,0
212,158655.53,780392.41,621736.88,1021337.12,1179992.65,0
43,179168.68,31660.0,0.0,0.0,179168.68,0
139,4220.09,321487.07,317266.98,0.0,0.0,0
154,841891.07,51335.0,0.0,885219.95,1727111.02,0
235,2684260.67,2684260.67,0.0,1670682.51,4354943.18,1
405,38336.53,21610.0,0.0,596067.69,634404.22,0
186,518804.41,50143.0,0.0,8489.78,527294.18,0
95,6389.23,11650.0,5260.77,0.0,0.0,0
580,105861.07,105861.07,0.0,39230.5,145091.57,1
261,18808.83,127390.21,108581.38,0.0,0.0,0
187,141158.38,0.0,0.0,3580850.98,3722009.36,0
469,230322.57,10711.0,241033.57,8850773.75,8620451.18,0
301,590833.51,0.0,0.0,930252.12,1521085.63,0
325,246867.99,263.0,0.0,0.0,246867.99,0
323,38929.62,270321.68,231392.06,0.0,0.0,0
322,52816.27,0.0,0.0,0.0,0.0,0
17,169936.88,6759530.85,6929467.73,2900195.61,2730258.73,0
353,140000.16,0.0,0.0,271705.09,411705.26,0
212,78.26,105305.0,105226.74,0.0,0.0,0
159,320122.1,165254.0,485376.1,0.0,0.0,0
188,382049.43,0.0,0.0,1483279.93,1865329.37,0
301,66681.71,0.0,0.0,674388.63,741070.35,0
217,5380.4,104237.0,98856.6,0.0,0.0,0
130,30206.68,24358.0,0.0,0.0,0.0,0
234,414304.46,0.0,0.0,4223492.73,4637797.19,0
393,371639.21,1241.0,372880.21,5054575.42,4682936.22,0
182,200132.4,4930469.86,5130602.26,232381.34,32248.95,0
41,339352.83,30536.0,0.0,2627330.02,2966682.85,0
399,225333.01,31816.0,0.0,0.0,225333.01,0
377,10271.08,7063.21,0.0,532336.7,542607.78,0
381,1197.91,701262.0,700064.09,0.0,0.0,0
379,13367.22,11421.0,0.0,0.0,0.0,0
492,69250.5,3738882.44,3808132.94,259037.87,189787.37,0
518,22048.19,22048.19,0.0,0.0,22048.19,1
322,44331.12,0.0,0.0,0.0,0.0,0
177,239556.06,239556.06,0.0,0.0,0.0,1
302,25945.66,20703.0,0.0,5470746.58,5496692.24,0
135,128833.11,1021.0,129854.11,1206362.53,1077529.42,0
190,178729.07,20197.0,0.0,0.0,178729.07,0
187,144929.48,20995.0,165924.48,0.0,0.0,0
164,16212.78,22785.0,6572.22,0.0,0.0,0
139,19160.44,0.0,0.0,0.0,0.0,0
565,10901.22,0.0,0.0,0.0,0.0,0
119,15682.97,10131.0,0.0,0.0,0.0,0
307,131911.28,0.0,0.0,11120716.51,11252627.79,0
321,90385.14,154.0,90539.14,1030550.79,940165.65,0
324,13314.88,516778.16,503463.28,0.0,0.0,0
403,19355.33,12231.0,0.0,0.0,0.0,0
305,62999.8,6746248.24,6809248.04,70275.95,7276.15,0
19,12462.24,0.0,0.0,0.0,0.0,0
180,180386.18,298943.0,479329.18,491914.58,311528.4,0
211,76119.45,267662.0,191542.55,492004.19,568123.64,0
38,331727.17,0.0,0.0,1328973.71,1660700.88,0
256,3857.21,23441.0,19583.79,0.0,0.0,0
180,294447.11,0.0,0.0,3211836.8,3506283.91,0
401,78990.69,0.0,0.0,1525940.31,1604931.0,0
369,383390.21,0.0,0.0,451514.26,834904.47,0
328,11051.35,0.0,0.0,0.0,0.0,0
589,326436.33,4001.0,330437.33,168651.07,0.0,0
529,1399724.98,1399724.98,0.0,0.0,0.0,1
284,212416.97,0.0,0.0,248434.93,460851.89,0
414,298384.21,298384.21,0.0,77405.99,375790.2,1
397,463863.23,20680.0,484543.23,0.0,0.0,0
501,6183238.55,6183238.55,0.0,1289583.48,7472822.03,1
334,13005.02,677.0,0.0,0.0,0.0,0
228,2540.13,25.0,0.0,0.0,0.0,0
214,109186.53,0.0,0.0,1791795.61,1900982.14,0
565,53044.23,39975.0,0.0,0.0,53044.23,0
347,570836.43,11017.0,581853.43,0.0,0.0,0
619,595854.2,595854.2,0.0,1794660.91,2390515.11,1
42,4103.19,0.0,0.0,0.0,0.0,0
692,19273.06,118400.46,99127.41,0.0,0.0,0
359,21791.77,194125.0,172333.23,365415.33,387207.1,0
36,235698.31,6787782.77,7023481.08,1544442.4,1308744.09,0
687,69077.14,69077.14,0.0,110691.08,179768.22,1
374,436167.78,6373027.87,6809195.65,439584.66,3416.88,0
133,7256.52,0.0,0.0,0.0,0.0,0
380,88976.93,0.0,0.0,1175728.25,1264705.18,0
234,137699.28,3035.0,0.0,0.0,137699.28,0
357,20709.34,0.0,0.0,0.0,0.0,0
15,83036.27,0.0,0.0,336490.43,575418.09,0
309,311931.37,0.0,0.0,338568.57,650499.94,0
130,1494432.21,1494432.21,0.0,0.0,1494432.21,1
302,82672.34,0.0,0.0,286034.86,451168.59,0
133,4118.65,0.0,0.0,0.0,0.0,0
186,10079.3,0.0,0.0,0.0,0.0,0
388,4348.62,4348.62,0.0,4139226.47,4143575.09,1
379,38418.01,0.0,0.0,167343.89,205761.91,0
579,1540624.7,1540624.7,0.0,0.0,0.0,1
179,516204.82,0.0,0.0,2421443.85,2937648.67,0
232,151115.11,888540.62,1039655.73,2871820.02,2720704.91,0
409,10000000.0,19033760.73,9033760.73,0.0,0.0,1
165,17504.54,11666.0,0.0,0.0,0.0,0
380,3509.37,513044.0,509534.63,0.0,0.0,0
15,33050.5,171820.0,138769.5,275045.66,308096.17,0
610,33964.87,33964.87,0.0,0.0,33964.87,1
378,335261.19,3047544.93,3382806.12,866876.22,531615.03,0
226,37866.68,206792.0,244658.68,1520504.57,1482637.89,0
139,236052.85,0.0,0.0,2994215.7,3230268.55,0
14,17944.87,7455113.54,7473058.4,2561606.86,2188773.68,0
150,163852.19,163852.19,0.0,548967.17,712819.36,1
360,4084.57,10407.0,6322.43,0.0,0.0,0
253,81061.82,27264.0,108325.82,0.0,0.0,0
358,361877.28,361877.28,0.0,380179.71,742056.99,1
674,10000000.0,16250438.78,6250438.78,0.0,0.0,1
274,9551.78,0.0,0.0,0.0,0.0,0
203,3993.55,0.0,0.0,0.0,0.0,0
18,12246.15,103104.0,90857.85,0.0,0.0,0
204,562431.32,0.0,0.0,4520209.58,5082640.89,0
76,2066446.27,2066446.27,0.0,0.0,0.0,1
521,27483.79,27483.79,0.0,66220.65,93704.43,1
276,362671.22,0.0,0.0,710872.97,1073544.18,0
161,1891.08,0.0,0.0,0.0,0.0,0
567,228315.21,4197010.37,4425325.58,1020546.66,792231.45,0
546,205681.96,11451.0,217132.96,1548427.38,1342745.42,0
257,441606.15,0.0,441606.15,1676716.17,1235110.01,0
694,6626.22,0.0,0.0,0.0,0.0,0
232,615232.48,9940.0,0.0,11970.77,627203.25,0
352,13411.15,877.0,0.0,0.0,0.0,0
141,1589614.75,1589614.75,0.0,0.0,0.0,1
24,145872.02,0.0,0.0,1662573.32,1473873.48,0
158,44621.8,20301.0,64922.8,0.0,0.0,0
256,185603.04,18510.0,0.0,121258.01,306861.05,0
297,448729.38,9999.0,0.0,267436.68,716166.06,0
400,270181.21,82296.0,0.0,0.0,270181.21,0
692,13461.74,9914.0,0.0,0.0,0.0,0
260,1944.86,0.0,0.0,0.0,0.0,0
204,829469.27,316208.47,0.0,1665063.79,2494533.06,0
353,113271.28,98.0,0.0,79584.29,192855.57,0
185,113442.14,70970.0,0.0,0.0,113442.14,0
378,34.25,49972.0,49937.75,3526345.0,3526379.25,0
581,121142.75,121142.75,0.0,0.0,0.0,1
136,21035.91,0.0,0.0,1628091.86,1649127.77,0
448,182754.01,33711.0,0.0,63704.62,246458.62,0
21,2844.55,48838.82,45994.27,0.0,0.0,0
346,50646.19,2790643.07,2841289.26,11946361.71,11895715.53,0
131,81268.15,8379248.08,8460516.24,1538316.09,1457047.94,0
371,549264.64,397960.21,0.0,1856507.03,2405771.67,0
182,49704.74,1180980.03,1230684.76,812821.13,763116.39,0
402,1301410.68,1301410.68,0.0,307091.75,1608502.44,1
329,102285.01,71938.0,0.0,590771.5,693056.51,0
369,123298.41,0.0,0.0,315920.57,439218.98,0
44,14515.89,0.0,0.0,2845631.91,2860147.8,0
42,10523.64,171.0,0.0,0.0,0.0,0
298,205768.36,0.0,0.0,438611.37,644379.73,0
373,71811.71,0.0,0.0,114535.92,186347.63,0
237,34649.33,0.0,0.0,217512.4,252161.72,0
276,123054.15,0.0,0.0,641637.06,1067632.82,0
162,980655.83,0.0,0.0,13360442.21,14341098.04,0
374,21551.3,0.0,0.0,0.0,0.0,0
305,469116.51,0.0,0.0,20436344.84,20905461.35,0
186,13388.25,0.0,0.0,0.0,0.0,0
297,357701.69,11652.0,0.0,691059.47,1048761.16,0
254,23084.6,13628.65,0.0,0.0,0.0,0
244,1946.74,1946.74,0.0,0.0,0.0,1
229,336529.51,6789.28,0.0,518141.68,854671.2,0
275,827.44,398417.0,397589.56,0.0,0.0,0
186,210892.38,0.0,0.0,849302.95,1060195.34,0
396,1191416.61,0.0,0.0,10068707.88,11260124.49,0
369,55050.08,11210.0,0.0,1136387.52,1191437.6,0
346,4734.16,10713.0,5978.84,0.0,0.0,0
250,357506.67,206490.0,0.0,131385.02,488891.69,0
259,5292.66,200569.0,195276.34,0.0,0.0,0
322,168317.37,34942.0,0.0,0.0,168317.37,0
22,9602.11,41794.57,32192.46,0.0,0.0,0
37,26971.32,0.0,0.0,0.0,0.0,0
375,26797.45,22142.0,0.0,0.0,0.0,0
180,13315.19,133.0,0.0,40019.2,53334.39,0
184,2840.13,145140.03,142299.9,0.0,0.0,0
352,223359.72,0.0,0.0,1556044.13,1779403.85,0
250,3283.43,0.0,0.0,0.0,0.0,0
501,1254775.16,1254775.16,0.0,105384.01,1360159.18,1
430,3302492.95,3302492.95,0.0,589810.81,3892303.76,1
303,103981.84,862.0,0.0,644971.67,748953.51,0
393,145888.36,152664.64,298553.0,392215.52,246327.16,0
130,15977.62,52933.99,36956.37,0.0,0.0,0
234,5477.28,0.0,0.0,0.0,0.0,0
375,8151.73,0.0,0.0,0.0,0.0,0
